r.nm	G.of.r	g.of.r
53.104	-19.871	0.999495
53.105	-42.6714	0.998916
53.106	-66.0242	0.998322
53.107	-89.6793	0.997721
53.108	-113.394	0.997119
53.109	-136.907	0.996522
53.11	-159.928	0.995937
53.111	-182.187	0.995371
53.112	-203.382	0.994833
53.113	-223.244	0.994328
53.114	-241.518	0.993864
53.115	-257.946	0.993447
53.116	-272.322	0.993082
53.117	-284.467	0.992773
53.118	-294.227	0.992526
53.119	-301.5	0.992341
53.12	-306.241	0.992221
53.121	-308.42	0.992165
53.122	-308.093	0.992174
53.123	-305.325	0.992244
53.124	-300.247	0.992374
53.125	-293.048	0.992557
53.126	-283.919	0.992789
53.127	-273.114	0.993063
53.128	-260.894	0.993374
53.129	-247.545	0.993713
53.13	-233.359	0.994073
53.131	-218.651	0.994447
53.132	-203.705	0.994827
53.133	-188.799	0.995205
53.134	-174.203	0.995576
53.135	-160.131	0.995933
53.136	-146.791	0.996272
53.137	-134.326	0.996589
53.138	-122.847	0.99688
53.139	-112.429	0.997145
53.14	-103.071	0.997383
53.141	-94.7437	0.997594
53.142	-87.3759	0.997781
53.143	-80.8494	0.997947
53.144	-75.0057	0.998096
53.145	-69.6839	0.998231
53.146	-64.6707	0.998358
53.147	-59.7735	0.998482
53.148	-54.7707	0.998609
53.149	-49.4783	0.998744
53.15	-43.7223	0.99889
53.151	-37.3616	0.999051
53.152	-30.2903	0.999231
53.153	-22.4689	0.99943
53.154	-13.8768	0.999648
53.155	-4.57328	0.999884
53.156	5.30525	1.00013
53.157	15.5883	1.0004
53.158	26.0224	1.00066
53.159	36.3342	1.00092
53.16	46.1701	1.00117
53.161	55.1517	1.0014
53.162	62.889	1.0016
53.163	68.9487	1.00175
53.164	72.901	1.00185
53.165	74.3479	1.00189
53.166	72.9075	1.00185
53.167	68.2196	1.00173
53.168	60.0022	1.00152
53.169	47.9965	1.00122
53.17	32.039	1.00081
53.171	12.0401	1.00031
53.172	-12.0395	0.999694
53.173	-40.1108	0.998982
53.174	-72.0537	0.998172
53.175	-107.654	0.997268
53.176	-146.624	0.996279
53.177	-188.622	0.995214
53.178	-233.256	0.994081
53.179	-280.081	0.992893
53.18	-328.611	0.991662
53.181	-378.364	0.9904
53.182	-428.807	0.98912
53.183	-479.435	0.987836
53.184	-529.725	0.98656
53.185	-579.161	0.985306
53.186	-627.269	0.984086
53.187	-673.556	0.982912
53.188	-717.582	0.981795
53.189	-758.926	0.980746
53.19	-797.186	0.979776
53.191	-831.992	0.978893
53.192	-863.004	0.978107
53.193	-889.904	0.977425
53.194	-912.408	0.976855
53.195	-930.269	0.976402
53.196	-943.249	0.976073
53.197	-951.17	0.975873
53.198	-953.856	0.975805
53.199	-951.191	0.975873
53.2	-943.117	0.976078
53.201	-929.585	0.976422
53.202	-910.616	0.976904
53.203	-886.283	0.977521
53.204	-856.703	0.978272
53.205	-822.056	0.979151
53.206	-782.58	0.980153
53.207	-738.562	0.981269
53.208	-690.348	0.982492
53.209	-638.336	0.983812
53.21	-582.942	0.985217
53.211	-524.661	0.986695
53.212	-463.982	0.988234
53.213	-401.424	0.989821
53.214	-337.525	0.991441
53.215	-272.805	0.993082
53.216	-207.784	0.994731
53.217	-142.967	0.996375
53.218	-78.8207	0.998001
53.219	-15.8	0.999599
53.22	45.7012	1.00116
53.221	105.325	1.00267
53.222	162.752	1.00413
53.223	217.717	1.00552
53.224	269.988	1.00684
53.225	319.366	1.0081
53.226	365.707	1.00927
53.227	408.895	1.01037
53.228	448.821	1.01138
53.229	485.422	1.01231
53.23	518.642	1.01315
53.231	548.428	1.0139
53.232	574.765	1.01457
53.233	597.614	1.01515
53.234	616.968	1.01564
53.235	632.83	1.01604
53.236	645.215	1.01635
53.237	654.15	1.01658
53.238	659.703	1.01672
53.239	661.935	1.01678
53.24	660.984	1.01675
53.241	657.004	1.01665
53.242	650.183	1.01648
53.243	640.789	1.01624
53.244	629.103	1.01594
53.245	615.47	1.0156
53.246	600.282	1.01521
53.247	583.96	1.0148
53.248	566.965	1.01437
53.249	549.783	1.01393
53.25	532.905	1.0135
53.251	516.821	1.0131
53.252	502.016	1.01272
53.253	488.927	1.01239
53.254	477.971	1.01211
53.255	469.491	1.0119
53.256	463.758	1.01175
53.257	460.991	1.01168
53.258	461.285	1.01169
53.259	464.658	1.01177
53.26	471.044	1.01193
53.261	480.256	1.01217
53.262	492.038	1.01247
53.263	506.035	1.01282
53.264	521.811	1.01322
53.265	538.89	1.01365
53.266	556.711	1.0141
53.267	574.715	1.01456
53.268	592.307	1.015
53.269	608.891	1.01542
53.27	623.881	1.0158
53.271	636.752	1.01613
53.272	646.999	1.01639
53.273	654.187	1.01657
53.274	657.971	1.01667
53.275	658.057	1.01667
53.276	654.272	1.01657
53.277	646.517	1.01637
53.278	634.789	1.01608
53.279	619.197	1.01568
53.28	599.909	1.01519
53.281	577.2	1.01462
53.282	551.422	1.01396
53.283	522.984	1.01324
53.284	492.343	1.01247
53.285	460.033	1.01165
53.286	426.586	1.0108
53.287	392.564	1.00994
53.288	358.552	1.00908
53.289	325.083	1.00823
53.29	292.721	1.00741
53.291	261.952	1.00663
53.292	233.251	1.00591
53.293	207.03	1.00524
53.294	183.604	1.00465
53.295	163.243	1.00413
53.296	146.144	1.0037
53.297	132.388	1.00335
53.298	121.974	1.00309
53.299	114.826	1.00291
53.3	110.749	1.0028
53.301	109.459	1.00277
53.302	110.606	1.0028
53.303	113.721	1.00288
53.304	118.312	1.003
53.305	123.76	1.00313
53.306	129.433	1.00328
53.307	134.663	1.00341
53.308	138.733	1.00351
53.309	140.922	1.00357
53.31	140.547	1.00356
53.311	136.925	1.00347
53.312	129.405	1.00328
53.313	117.432	1.00297
53.314	100.492	1.00254
53.315	78.1825	1.00198
53.316	50.1987	1.00127
53.317	16.3368	1.00041
53.318	-23.444	0.999407
53.319	-69.1131	0.998251
53.32	-120.477	0.996951
53.321	-177.207	0.995515
53.322	-238.86	0.993955
53.323	-304.87	0.992285
53.324	-374.539	0.990522
53.325	-447.078	0.988687
53.326	-521.619	0.986801
53.327	-597.181	0.984889
53.328	-672.762	0.982977
53.329	-747.284	0.981091
53.33	-819.664	0.97926
53.331	-888.81	0.977511
53.332	-953.626	0.975872
53.333	-1013.07	0.974368
53.334	-1066.15	0.973026
53.335	-1111.9	0.971869
53.336	-1149.48	0.970919
53.337	-1178.13	0.970194
53.338	-1197.21	0.969712
53.339	-1206.2	0.969485
53.34	-1204.71	0.969524
53.341	-1192.49	0.969833
53.342	-1169.44	0.970417
53.343	-1135.61	0.971273
53.344	-1091.2	0.972397
53.345	-1036.58	0.973779
53.346	-972.223	0.975408
53.347	-898.789	0.977266
53.348	-817.052	0.979333
53.349	-727.891	0.981589
53.35	-632.329	0.984006
53.351	-531.468	0.986558
53.352	-426.468	0.989214
53.353	-318.567	0.991943
53.354	-209.058	0.994713
53.355	-99.229	0.99749
53.356	9.61553	1.00024
53.357	116.213	1.00294
53.358	219.317	1.00555
53.359	317.753	1.00804
53.36	410.442	1.01038
53.361	496.378	1.01255
53.362	574.682	1.01453
53.363	644.61	1.0163
53.364	705.522	1.01784
53.365	756.954	1.01914
53.366	798.585	1.02019
53.367	830.24	1.02099
53.368	851.884	1.02154
53.369	863.635	1.02184
53.37	865.759	1.02189
53.371	858.64	1.02171
53.372	842.781	1.02131
53.373	818.777	1.0207
53.374	787.343	1.01991
53.375	749.214	1.01894
53.376	705.209	1.01783
53.377	656.179	1.01659
53.378	602.98	1.01524
53.379	546.469	1.01381
53.38	487.478	1.01232
53.381	426.828	1.01079
53.382	365.264	1.00923
53.383	303.484	1.00767
53.384	242.132	1.00612
53.385	181.776	1.00459
53.386	122.897	1.00311
53.387	65.8894	1.00167
53.388	11.1111	1.00028
53.389	-41.1973	0.998959
53.39	-90.8485	0.997704
53.391	-137.702	0.99652
53.392	-181.697	0.995408
53.393	-222.805	0.994369
53.394	-261.052	0.993403
53.395	-296.469	0.992508
53.396	-329.139	0.991682
53.397	-359.14	0.990924
53.398	-386.563	0.990231
53.399	-411.5	0.989601
53.4	-434.049	0.989032
53.401	-454.308	0.98852
53.402	-472.336	0.988065
53.403	-488.229	0.987663
53.404	-502.048	0.987315
53.405	-513.835	0.987017
53.406	-523.677	0.986769
53.407	-531.611	0.986568
53.408	-537.703	0.986415
53.409	-541.998	0.986306
53.41	-544.568	0.986242
53.411	-545.475	0.986219
53.412	-544.795	0.986236
53.413	-542.604	0.986292
53.414	-538.998	0.986383
53.415	-534.078	0.986508
53.416	-527.918	0.986664
53.417	-520.638	0.986848
53.418	-512.331	0.987058
53.419	-503.096	0.987292
53.42	-493.018	0.987546
53.421	-482.176	0.987821
53.422	-470.643	0.988112
53.423	-458.458	0.98842
53.424	-445.668	0.988743
53.425	-432.288	0.989081
53.426	-418.327	0.989434
53.427	-403.757	0.989802
53.428	-388.55	0.990187
53.429	-372.682	0.990588
53.43	-356.066	0.991007
53.431	-338.668	0.991447
53.432	-320.415	0.991908
53.433	-301.24	0.992393
53.434	-281.09	0.992902
53.435	-259.905	0.993437
53.436	-237.65	0.993999
53.437	-214.288	0.994589
53.438	-189.811	0.995207
53.439	-164.223	0.995853
53.44	-137.549	0.996527
53.441	-109.817	0.997227
53.442	-81.0984	0.997952
53.443	-51.4796	0.9987
53.444	-21.0397	0.999469
53.445	10.0839	1.00025
53.446	41.7672	1.00105
53.447	73.8589	1.00186
53.448	106.188	1.00268
53.449	138.566	1.0035
53.45	170.78	1.00431
53.451	202.623	1.00512
53.452	233.836	1.0059
53.453	264.162	1.00667
53.454	293.327	1.0074
53.455	321.038	1.0081
53.456	346.977	1.00876
53.457	370.806	1.00936
53.458	392.215	1.0099
53.459	410.852	1.01037
53.46	426.386	1.01076
53.461	438.492	1.01107
53.462	446.87	1.01128
53.463	451.236	1.01139
53.464	451.351	1.01139
53.465	447.04	1.01128
53.466	438.163	1.01106
53.467	424.663	1.01072
53.468	406.563	1.01026
53.469	383.958	1.00969
53.47	357.044	1.00901
53.471	326.085	1.00823
53.472	291.479	1.00736
53.473	253.662	1.0064
53.474	213.177	1.00538
53.475	170.639	1.00431
53.476	126.701	1.0032
53.477	82.0882	1.00207
53.478	37.5369	1.00095
53.479	-6.18432	0.999844
53.48	-48.3395	0.99878
53.481	-88.2042	0.997775
53.482	-125.09	0.996844
53.483	-158.377	0.996004
53.484	-187.508	0.995269
53.485	-212.026	0.994651
53.486	-231.552	0.994158
53.487	-245.828	0.993798
53.488	-254.691	0.993575
53.489	-258.08	0.993489
53.49	-256.042	0.993541
53.491	-248.721	0.993726
53.492	-236.354	0.994038
53.493	-219.236	0.99447
53.494	-197.752	0.995012
53.495	-172.321	0.995653
53.496	-143.396	0.996383
53.497	-111.45	0.997189
53.498	-76.9651	0.998059
53.499	-40.4209	0.99898
53.5	-2.27757	0.999943
53.501	37.0438	1.00093
53.502	77.1437	1.00195
53.503	117.679	1.00297
53.504	158.327	1.00399
53.505	198.83	1.00501
53.506	238.955	1.00603
53.507	278.523	1.00702
53.508	317.371	1.008
53.509	355.38	1.00896
53.51	392.449	1.0099
53.511	428.475	1.0108
53.512	463.378	1.01168
53.513	497.067	1.01253
53.514	529.459	1.01335
53.515	560.45	1.01413
53.516	589.932	1.01487
53.517	617.786	1.01558
53.518	643.87	1.01623
53.519	668.039	1.01684
53.52	690.128	1.0174
53.521	709.991	1.0179
53.522	727.456	1.01834
53.523	742.362	1.01872
53.524	754.57	1.01902
53.525	763.938	1.01926
53.526	770.363	1.01942
53.527	773.739	1.01951
53.528	774	1.01951
53.529	771.124	1.01944
53.53	765.108	1.01929
53.531	755.979	1.01906
53.532	743.799	1.01875
53.533	728.668	1.01837
53.534	710.716	1.01791
53.535	690.089	1.01739
53.536	666.974	1.01681
53.537	641.567	1.01617
53.538	614.089	1.01548
53.539	584.774	1.01474
53.54	553.869	1.01396
53.541	521.62	1.01315
53.542	488.272	1.01231
53.543	454.08	1.01144
53.544	419.29	1.01057
53.545	384.144	1.00968
53.546	348.855	1.00879
53.547	313.657	1.0079
53.548	278.743	1.00702
53.549	244.297	1.00616
53.55	210.492	1.0053
53.551	177.476	1.00447
53.552	145.389	1.00366
53.553	114.349	1.00288
53.554	84.4526	1.00213
53.555	55.7832	1.00141
53.556	28.3983	1.00072
53.557	2.35294	1.00006
53.558	-22.3251	0.999438
53.559	-45.6072	0.998851
53.56	-67.4994	0.998299
53.561	-88.0171	0.997783
53.562	-107.195	0.997299
53.563	-125.071	0.996849
53.564	-141.711	0.99643
53.565	-157.188	0.99604
53.566	-171.614	0.995677
53.567	-185.092	0.995337
53.568	-197.766	0.995018
53.569	-209.801	0.994715
53.57	-221.395	0.994423
53.571	-232.736	0.994138
53.572	-244.061	0.993853
53.573	-255.641	0.993561
53.574	-267.748	0.993256
53.575	-280.678	0.992931
53.576	-294.752	0.992576
53.577	-310.293	0.992185
53.578	-327.636	0.991748
53.579	-347.108	0.991258
53.58	-369.035	0.990706
53.581	-393.714	0.990085
53.582	-421.417	0.989387
53.583	-452.37	0.988608
53.584	-486.753	0.987742
53.585	-524.671	0.986788
53.586	-566.153	0.985743
53.587	-611.163	0.98461
53.588	-659.54	0.983392
53.589	-711.042	0.982096
53.59	-765.309	0.98073
53.591	-821.863	0.979306
53.592	-880.141	0.977839
53.593	-939.457	0.976346
53.594	-999.025	0.974847
53.595	-1057.97	0.973363
53.596	-1115.34	0.971919
53.597	-1170.13	0.97054
53.598	-1221.26	0.969253
53.599	-1267.68	0.968085
53.6	-1308.3	0.967063
53.601	-1342.1	0.966213
53.602	-1368.05	0.965561
53.603	-1385.22	0.965129
53.604	-1392.83	0.964938
53.605	-1390.14	0.965006
53.606	-1376.6	0.965348
53.607	-1351.81	0.965973
53.608	-1315.54	0.966886
53.609	-1267.73	0.96809
53.61	-1208.51	0.969581
53.611	-1138.23	0.971351
53.612	-1057.4	0.973386
53.613	-966.717	0.975669
53.614	-867.039	0.978178
53.615	-759.401	0.980887
53.616	-644.957	0.983768
53.617	-524.974	0.986788
53.618	-400.839	0.989912
53.619	-273.971	0.993105
53.62	-145.857	0.996329
53.621	-17.9931	0.999547
53.622	108.157	1.00272
53.623	231.157	1.00582
53.624	349.636	1.0088
53.625	462.307	1.01163
53.626	568.013	1.01429
53.627	665.712	1.01675
53.628	754.51	1.01898
53.629	833.669	1.02098
53.63	902.624	1.02271
53.631	960.972	1.02418
53.632	1008.47	1.02537
53.633	1045.07	1.02629
53.634	1070.87	1.02694
53.635	1086.1	1.02732
53.636	1091.15	1.02745
53.637	1086.53	1.02733
53.638	1072.85	1.02699
53.639	1050.79	1.02643
53.64	1021.14	1.02569
53.641	984.676	1.02477
53.642	942.244	1.0237
53.643	894.667	1.02251
53.644	842.783	1.0212
53.645	787.388	1.01981
53.646	729.231	1.01834
53.647	669.037	1.01683
53.648	607.443	1.01528
53.649	545.027	1.01371
53.65	482.313	1.01213
53.651	419.755	1.01056
53.652	357.723	1.009
53.653	296.548	1.00746
53.654	236.503	1.00595
53.655	177.797	1.00447
53.656	120.622	1.00303
53.657	65.1207	1.00164
53.658	11.431	1.00029
53.659	-40.3393	0.998986
53.66	-90.0867	0.997735
53.661	-137.681	0.996538
53.662	-183.026	0.995398
53.663	-226.004	0.994317
53.664	-266.462	0.9933
53.665	-304.254	0.99235
53.666	-339.235	0.99147
53.667	-371.233	0.990666
53.668	-400.056	0.989941
53.669	-425.549	0.989301
53.67	-447.524	0.988748
53.671	-465.818	0.988289
53.672	-480.271	0.987925
53.673	-490.759	0.987662
53.674	-497.178	0.987501
53.675	-499.438	0.987444
53.676	-497.501	0.987493
53.677	-491.372	0.987647
53.678	-481.082	0.987906
53.679	-466.707	0.988268
53.68	-448.399	0.988728
53.681	-426.324	0.989283
53.682	-400.706	0.989928
53.683	-371.815	0.990654
53.684	-339.949	0.991455
53.685	-305.462	0.992322
53.686	-268.733	0.993245
53.687	-230.163	0.994215
53.688	-190.191	0.99522
53.689	-149.237	0.996249
53.69	-107.772	0.997291
53.691	-66.2465	0.998335
53.692	-25.0955	0.999369
53.693	15.2404	1.00038
53.694	54.3453	1.00137
53.695	91.8345	1.00231
53.696	127.37	1.0032
53.697	160.617	1.00404
53.698	191.311	1.00481
53.699	219.232	1.00551
53.7	244.188	1.00614
53.701	266.063	1.00669
53.702	284.799	1.00716
53.703	300.376	1.00755
53.704	312.83	1.00786
53.705	322.243	1.0081
53.706	328.765	1.00826
53.707	332.588	1.00836
53.708	333.93	1.00839
53.709	333.07	1.00837
53.71	330.315	1.0083
53.711	325.983	1.00819
53.712	320.443	1.00805
53.713	314.048	1.00789
53.714	307.166	1.00772
53.715	300.174	1.00754
53.716	293.438	1.00737
53.717	287.281	1.00722
53.718	282.031	1.00708
53.719	277.957	1.00698
53.72	275.309	1.00692
53.721	274.272	1.00689
53.722	274.967	1.00691
53.723	277.477	1.00697
53.724	281.804	1.00708
53.725	287.881	1.00723
53.726	295.588	1.00742
53.727	304.733	1.00765
53.728	315.044	1.00791
53.729	326.211	1.00819
53.73	337.877	1.00849
53.731	349.604	1.00878
53.732	360.956	1.00906
53.733	371.478	1.00933
53.734	380.674	1.00956
53.735	388.075	1.00975
53.736	393.205	1.00987
53.737	395.641	1.00993
53.738	394.99	1.00992
53.739	390.902	1.00982
53.74	383.109	1.00962
53.741	371.396	1.00933
53.742	355.624	1.00893
53.743	335.752	1.00843
53.744	311.817	1.00783
53.745	283.928	1.00713
53.746	252.294	1.00633
53.747	217.206	1.00545
53.748	178.999	1.00449
53.749	138.113	1.00347
53.75	95.0108	1.00239
53.751	50.2234	1.00126
53.752	4.31499	1.00011
53.753	-42.1407	0.998942
53.754	-88.5224	0.997778
53.755	-134.246	0.99663
53.756	-178.728	0.995514
53.757	-221.377	0.994443
53.758	-261.656	0.993432
53.759	-299.061	0.992493
53.76	-333.131	0.991638
53.761	-363.437	0.990878
53.762	-389.635	0.99022
53.763	-411.413	0.989674
53.764	-428.528	0.989245
53.765	-440.805	0.988937
53.766	-448.116	0.988753
53.767	-450.404	0.988696
53.768	-447.67	0.988765
53.769	-439.956	0.988959
53.77	-427.381	0.989275
53.771	-410.093	0.989709
53.772	-388.292	0.990256
53.773	-362.238	0.99091
53.774	-332.211	0.991664
53.775	-298.535	0.992509
53.776	-261.573	0.993436
53.777	-221.705	0.994437
53.778	-179.352	0.9955
53.779	-134.956	0.996614
53.78	-88.9617	0.997768
53.781	-41.8463	0.99895
53.782	5.89944	1.00015
53.783	53.7922	1.00135
53.784	101.329	1.00254
53.785	148.009	1.00371
53.786	193.362	1.00485
53.787	236.881	1.00594
53.788	278.118	1.00698
53.789	316.625	1.00794
53.79	351.975	1.00883
53.791	383.786	1.00963
53.792	411.699	1.01033
53.793	435.388	1.01092
53.794	454.6	1.0114
53.795	469.106	1.01177
53.796	478.733	1.01201
53.797	483.373	1.01212
53.798	482.944	1.01211
53.799	477.448	1.01198
53.8	466.943	1.01171
53.801	451.516	1.01132
53.802	431.321	1.01082
53.803	406.575	1.0102
53.804	377.518	1.00947
53.805	344.435	1.00864
53.806	307.665	1.00772
53.807	267.556	1.00671
53.808	224.513	1.00563
53.809	178.942	1.00449
53.81	131.261	1.00329
53.811	81.9206	1.00205
53.812	31.3738	1.00079
53.813	-19.9319	0.9995
53.814	-71.5338	0.998206
53.815	-122.981	0.996916
53.816	-173.834	0.995641
53.817	-223.643	0.994392
53.818	-271.994	0.99318
53.819	-318.466	0.992015
53.82	-362.66	0.990907
53.821	-404.206	0.989866
53.822	-442.745	0.9889
53.823	-477.927	0.988018
53.824	-509.462	0.987228
53.825	-537.061	0.986536
53.826	-560.463	0.98595
53.827	-579.461	0.985474
53.828	-593.852	0.985113
53.829	-603.506	0.984871
53.83	-608.322	0.984751
53.831	-608.205	0.984754
53.832	-603.154	0.984881
53.833	-593.181	0.985131
53.834	-578.347	0.985503
53.835	-558.765	0.985994
53.836	-534.59	0.986601
53.837	-506.011	0.987317
53.838	-473.27	0.988138
53.839	-436.661	0.989056
53.84	-396.493	0.990063
53.841	-353.141	0.991149
53.842	-306.984	0.992306
53.843	-258.462	0.993523
53.844	-208.039	0.994786
53.845	-156.204	0.996085
53.846	-103.457	0.997407
53.847	-50.3564	0.998738
53.848	2.56148	1.00006
53.849	54.7111	1.00137
53.85	105.523	1.00264
53.851	154.419	1.00387
53.852	200.804	1.00503
53.853	244.088	1.00612
53.854	283.728	1.00711
53.855	319.163	1.008
53.856	349.875	1.00877
53.857	375.393	1.00941
53.858	395.28	1.0099
53.859	409.148	1.01025
53.86	416.699	1.01044
53.861	417.673	1.01046
53.862	411.93	1.01032
53.863	399.397	1.01001
53.864	380.097	1.00952
53.865	354.174	1.00887
53.866	321.85	1.00806
53.867	283.46	1.0071
53.868	239.458	1.006
53.869	190.372	1.00477
53.87	136.844	1.00343
53.871	79.5896	1.00199
53.872	19.3816	1.00049
53.873	-42.9237	0.998925
53.874	-106.438	0.997334
53.875	-170.256	0.995736
53.876	-233.472	0.994152
53.877	-295.156	0.992608
53.878	-354.448	0.991123
53.879	-410.503	0.989719
53.88	-462.567	0.988415
53.881	-509.936	0.987229
53.882	-551.994	0.986176
53.883	-588.245	0.985269
53.884	-618.28	0.984517
53.885	-641.786	0.983928
53.886	-658.586	0.983508
53.887	-668.575	0.983258
53.888	-671.756	0.983179
53.889	-668.234	0.983267
53.89	-658.2	0.983519
53.891	-641.895	0.983928
53.892	-619.633	0.984485
53.893	-591.795	0.985183
53.894	-558.765	0.98601
53.895	-520.987	0.986956
53.896	-478.907	0.98801
53.897	-432.968	0.98916
53.898	-383.652	0.990395
53.899	-331.404	0.991703
53.9	-276.691	0.993073
53.901	-219.951	0.994494
53.902	-161.625	0.995954
53.903	-102.16	0.997443
53.904	-41.9869	0.998949
53.905	18.4782	1.00046
53.906	78.7921	1.00197
53.907	138.508	1.00347
53.908	197.204	1.00494
53.909	254.408	1.00637
53.91	309.668	1.00775
53.911	362.532	1.00907
53.912	412.524	1.01033
53.913	459.17	1.01149
53.914	502.025	1.01256
53.915	540.625	1.01353
53.916	574.57	1.01438
53.917	603.437	1.0151
53.918	626.886	1.01569
53.919	644.617	1.01613
53.92	656.381	1.01643
53.921	661.995	1.01657
53.922	661.381	1.01655
53.923	654.495	1.01638
53.924	641.431	1.01605
53.925	622.366	1.01557
53.926	597.548	1.01495
53.927	567.333	1.0142
53.928	532.178	1.01332
53.929	492.602	1.01233
53.93	449.206	1.01124
53.931	402.671	1.01008
53.932	353.705	1.00885
53.933	303.062	1.00758
53.934	251.512	1.00629
53.935	199.828	1.005
53.936	148.775	1.00372
53.937	99.0502	1.00248
53.938	51.3225	1.00128
53.939	6.20907	1.00016
53.94	-35.8002	0.999104
53.941	-74.2879	0.998142
53.942	-108.922	0.997275
53.943	-139.513	0.99651
53.944	-165.98	0.995848
53.945	-188.33	0.995289
53.946	-206.703	0.99483
53.947	-221.323	0.994464
53.948	-232.495	0.994185
53.949	-240.611	0.993982
53.95	-246.113	0.993844
53.951	-249.475	0.99376
53.952	-251.18	0.993718
53.953	-251.725	0.993704
53.954	-251.565	0.993708
53.955	-251.117	0.99372
53.956	-250.732	0.993729
53.957	-250.698	0.99373
53.958	-251.202	0.993718
53.959	-252.331	0.99369
53.96	-254.091	0.993646
53.961	-256.38	0.993589
53.962	-258.975	0.993524
53.963	-261.602	0.993458
53.964	-263.896	0.993401
53.965	-265.411	0.993363
53.966	-265.674	0.993357
53.967	-264.186	0.993394
53.968	-260.432	0.993488
53.969	-253.925	0.993651
53.97	-244.202	0.993894
53.971	-230.866	0.994228
53.972	-213.599	0.99466
53.973	-192.168	0.995196
53.974	-166.452	0.995839
53.975	-136.436	0.996589
53.976	-102.222	0.997444
53.977	-64.0552	0.998399
53.978	-22.284	0.999443
53.979	22.6456	1.00057
53.98	70.1592	1.00175
53.981	119.615	1.00299
53.982	170.303	1.00426
53.983	221.443	1.00554
53.984	272.244	1.00681
53.985	321.917	1.00805
53.986	369.662	1.00924
53.987	414.728	1.01037
53.988	456.418	1.01141
53.989	494.129	1.01235
53.99	527.312	1.01318
53.991	555.548	1.01388
53.992	578.512	1.01446
53.993	596.008	1.0149
53.994	607.941	1.01519
53.995	614.339	1.01535
53.996	615.349	1.01538
53.997	611.196	1.01527
53.998	602.212	1.01505
53.999	588.807	1.01471
54	571.446	1.01428
54.001	550.631	1.01376
54.002	526.924	1.01317
54.003	500.868	1.01252
54.004	473.026	1.01182
54.005	443.946	1.01109
54.006	414.136	1.01035
54.007	384.068	1.0096
54.008	354.175	1.00885
54.009	324.817	1.00812
54.01	296.307	1.0074
54.011	268.879	1.00672
54.012	242.724	1.00606
54.013	217.933	1.00544
54.014	194.559	1.00486
54.015	172.58	1.00431
54.016	151.947	1.0038
54.017	132.531	1.00331
54.018	114.177	1.00285
54.019	96.7111	1.00242
54.02	79.9122	1.002
54.021	63.5633	1.00159
54.022	47.4487	1.00119
54.023	31.3368	1.00078
54.024	15.0269	1.00038
54.025	-1.67482	0.999958
54.026	-18.9159	0.999528
54.027	-36.822	0.99908
54.028	-55.4749	0.998614
54.029	-74.9117	0.998129
54.03	-95.1264	0.997624
54.031	-116.062	0.997101
54.032	-137.623	0.996563
54.033	-159.669	0.996013
54.034	-182.022	0.995454
54.035	-204.461	0.994894
54.036	-226.74	0.994338
54.037	-248.613	0.993792
54.038	-269.813	0.993263
54.039	-290.055	0.992757
54.04	-309.082	0.992282
54.041	-326.651	0.991844
54.042	-342.528	0.991447
54.043	-356.52	0.991098
54.044	-368.465	0.9908
54.045	-378.235	0.990556
54.046	-385.759	0.990369
54.047	-390.992	0.990238
54.048	-393.947	0.990165
54.049	-394.653	0.990147
54.05	-393.19	0.990184
54.051	-389.664	0.990272
54.052	-384.22	0.990408
54.053	-376.999	0.990589
54.054	-368.161	0.990809
54.055	-357.894	0.991066
54.056	-346.359	0.991354
54.057	-333.743	0.991669
54.058	-320.203	0.992007
54.059	-305.898	0.992364
54.06	-290.994	0.992737
54.061	-275.642	0.99312
54.062	-259.983	0.993511
54.063	-244.168	0.993906
54.064	-228.333	0.994301
54.065	-212.631	0.994693
54.066	-197.224	0.995078
54.067	-182.27	0.995451
54.068	-167.954	0.995808
54.069	-154.461	0.996145
54.07	-141.99	0.996456
54.071	-130.753	0.996737
54.072	-120.95	0.996982
54.073	-112.794	0.997185
54.074	-106.471	0.997343
54.075	-102.167	0.997451
54.076	-100.024	0.997504
54.077	-100.153	0.997501
54.078	-102.616	0.997439
54.079	-107.412	0.99732
54.08	-114.498	0.997143
54.081	-123.738	0.996913
54.082	-134.932	0.996633
54.083	-147.805	0.996312
54.084	-162.008	0.995958
54.085	-177.116	0.995581
54.086	-192.632	0.995194
54.087	-208.023	0.99481
54.088	-222.694	0.994444
54.089	-236.033	0.994112
54.09	-247.398	0.993828
54.091	-256.151	0.99361
54.092	-261.685	0.993472
54.093	-263.419	0.993429
54.094	-260.831	0.993494
54.095	-253.461	0.993677
54.096	-240.95	0.99399
54.097	-223.022	0.994437
54.098	-199.53	0.995023
54.099	-170.432	0.995749
54.1	-135.809	0.996613
54.101	-95.875	0.997609
54.102	-50.957	0.998729
54.103	-1.51467	0.999962
54.104	51.9029	1.00129
54.105	108.636	1.00271
54.106	167.926	1.00419
54.107	228.957	1.00571
54.108	290.859	1.00725
54.109	352.721	1.0088
54.11	413.616	1.01031
54.111	472.612	1.01179
54.112	528.799	1.01319
54.113	581.299	1.0145
54.114	629.285	1.01569
54.115	671.995	1.01676
54.116	708.743	1.01767
54.117	738.918	1.01842
54.118	762.028	1.019
54.119	777.647	1.01939
54.12	785.487	1.01958
54.121	785.335	1.01958
54.122	777.094	1.01937
54.123	760.781	1.01897
54.124	736.499	1.01836
54.125	704.449	1.01756
54.126	664.923	1.01658
