r.nm	G.of.r	g.of.r
54.127	618.315	1.01541
54.128	565.083	1.01409
54.129	505.764	1.01261
54.13	440.956	1.01099
54.131	371.329	1.00926
54.132	297.605	1.00742
54.133	220.552	1.0055
54.134	140.973	1.00351
54.135	59.7129	1.00149
54.136	-22.3739	0.999442
54.137	-104.408	0.997398
54.138	-185.517	0.995376
54.139	-264.828	0.993399
54.14	-341.478	0.991489
54.141	-414.626	0.989666
54.142	-483.505	0.98795
54.143	-547.338	0.986359
54.144	-605.458	0.984911
54.145	-657.242	0.98362
54.146	-702.146	0.982502
54.147	-739.722	0.981566
54.148	-769.605	0.980821
54.149	-791.55	0.980275
54.15	-805.38	0.97993
54.151	-811.05	0.97979
54.152	-808.63	0.97985
54.153	-798.272	0.980109
54.154	-780.247	0.980558
54.155	-754.913	0.98119
54.156	-722.726	0.981992
54.157	-684.225	0.982952
54.158	-640.017	0.984054
54.159	-590.798	0.98528
54.16	-537.284	0.986614
54.161	-480.252	0.988035
54.162	-420.518	0.989523
54.163	-358.902	0.991059
54.164	-296.223	0.99262
54.165	-233.333	0.994187
54.166	-171.016	0.99574
54.167	-110.069	0.997258
54.168	-51.2297	0.998724
54.169	4.81045	1.00012
54.17	57.405	1.00143
54.171	105.994	1.00264
54.172	150.066	1.00374
54.173	189.221	1.00471
54.174	223.122	1.00556
54.175	251.528	1.00627
54.176	274.29	1.00683
54.177	291.356	1.00726
54.178	302.776	1.00754
54.179	308.677	1.00769
54.18	309.289	1.0077
54.181	304.919	1.00759
54.182	295.943	1.00737
54.183	282.839	1.00704
54.184	266.112	1.00663
54.185	246.319	1.00613
54.186	224.057	1.00558
54.187	199.961	1.00498
54.188	174.635	1.00435
54.189	148.717	1.0037
54.19	122.793	1.00306
54.191	97.4227	1.00243
54.192	73.1163	1.00182
54.193	50.3271	1.00125
54.194	29.4318	1.00073
54.195	10.712	1.00027
54.196	-5.59639	0.999861
54.197	-19.379	0.999518
54.198	-30.6158	0.999238
54.199	-39.3574	0.99902
54.2	-45.7459	0.998861
54.201	-49.9799	0.998756
54.202	-52.3651	0.998696
54.203	-53.222	0.998675
54.204	-52.9219	0.998683
54.205	-51.8808	0.998708
54.206	-50.4935	0.998743
54.207	-49.179	0.998776
54.208	-48.3305	0.998797
54.209	-48.2944	0.998798
54.21	-49.3678	0.998771
54.211	-51.8197	0.99871
54.212	-55.8164	0.998611
54.213	-61.4804	0.99847
54.214	-68.8406	0.998287
54.215	-77.8556	0.998062
54.216	-88.409	0.9978
54.217	-100.311	0.997503
54.218	-113.32	0.99718
54.219	-127.118	0.996836
54.22	-141.352	0.996482
54.221	-155.649	0.996126
54.222	-169.602	0.995779
54.223	-182.796	0.995451
54.224	-194.815	0.995152
54.225	-205.275	0.994892
54.226	-213.789	0.99468
54.227	-220.021	0.994525
54.228	-223.691	0.994434
54.229	-224.532	0.994413
54.23	-222.342	0.994468
54.231	-216.982	0.994601
54.232	-208.36	0.994816
54.233	-196.412	0.995113
54.234	-181.165	0.995492
54.235	-162.653	0.995953
54.236	-140.973	0.996493
54.237	-116.245	0.997108
54.238	-88.6205	0.997795
54.239	-58.2795	0.99855
54.24	-25.4142	0.999368
54.241	9.75112	1.00024
54.242	47.0102	1.00117
54.243	86.1295	1.00214
54.244	126.874	1.00316
54.245	169.002	1.0042
54.246	212.277	1.00528
54.247	256.473	1.00638
54.248	301.323	1.0075
54.249	346.59	1.00862
54.25	392.028	1.00975
54.251	437.361	1.01088
54.252	482.341	1.012
54.253	526.684	1.0131
54.254	570.097	1.01418
54.255	612.284	1.01523
54.256	652.943	1.01624
54.257	691.731	1.0172
54.258	728.326	1.01811
54.259	762.386	1.01896
54.26	793.541	1.01973
54.261	821.453	1.02043
54.262	845.76	1.02103
54.263	866.117	1.02154
54.264	882.172	1.02194
54.265	893.621	1.02222
54.266	900.172	1.02238
54.267	901.563	1.02242
54.268	897.569	1.02232
54.269	888.041	1.02208
54.27	872.869	1.0217
54.271	851.999	1.02118
54.272	825.481	1.02052
54.273	793.422	1.01973
54.274	756.006	1.0188
54.275	713.523	1.01774
54.276	666.329	1.01657
54.277	614.867	1.01529
54.278	559.664	1.01391
54.279	501.335	1.01246
54.28	440.527	1.01095
54.281	377.974	1.0094
54.282	314.436	1.00782
54.283	250.691	1.00623
54.284	187.563	1.00466
54.285	125.849	1.00313
54.286	66.3233	1.00165
54.287	9.73507	1.00024
54.288	-43.2346	0.998925
54.289	-91.9465	0.997715
54.29	-135.875	0.996623
54.291	-174.585	0.995661
54.292	-207.735	0.994837
54.293	-235.1	0.994157
54.294	-256.599	0.993623
54.295	-272.235	0.993234
54.296	-282.162	0.992988
54.297	-286.652	0.992876
54.298	-286.066	0.992891
54.299	-280.901	0.993019
54.3	-271.728	0.993247
54.301	-259.204	0.993559
54.302	-244.045	0.993936
54.303	-227.04	0.994358
54.304	-208.981	0.994807
54.305	-190.693	0.995262
54.306	-173.002	0.995701
54.307	-156.701	0.996106
54.308	-142.552	0.996458
54.309	-131.278	0.996738
54.31	-123.514	0.996931
54.311	-119.822	0.997023
54.312	-120.68	0.997002
54.313	-126.445	0.996859
54.314	-137.397	0.996587
54.315	-153.672	0.996182
54.316	-175.302	0.995645
54.317	-202.219	0.994976
54.318	-234.212	0.994182
54.319	-270.989	0.993268
54.32	-312.143	0.992246
54.321	-357.166	0.991128
54.322	-405.476	0.989928
54.323	-456.427	0.988662
54.324	-509.3	0.987349
54.325	-563.32	0.986008
54.326	-617.712	0.984657
54.327	-671.641	0.983318
54.328	-724.296	0.98201
54.329	-774.876	0.980754
54.33	-822.588	0.97957
54.331	-866.686	0.978475
54.332	-906.482	0.977487
54.333	-941.341	0.976621
54.334	-970.681	0.975893
54.335	-994.044	0.975313
54.336	-1011.03	0.974892
54.337	-1021.33	0.974637
54.338	-1024.77	0.974552
54.339	-1021.24	0.97464
54.34	-1010.77	0.9749
54.341	-993.451	0.975331
54.342	-969.53	0.975925
54.343	-939.324	0.976676
54.344	-903.226	0.977573
54.345	-861.744	0.978603
54.346	-815.455	0.979753
54.347	-764.984	0.981006
54.348	-710.997	0.982347
54.349	-654.227	0.983757
54.35	-595.391	0.985218
54.351	-535.23	0.986712
54.352	-474.471	0.98822
54.353	-413.795	0.989727
54.354	-353.838	0.991216
54.355	-295.197	0.992672
54.356	-238.384	0.994082
54.357	-183.802	0.995437
54.358	-131.821	0.996728
54.359	-82.662	0.997948
54.36	-36.4721	0.999095
54.361	6.69927	1.00017
54.362	46.9159	1.00116
54.363	84.3002	1.00209
54.364	119.071	1.00296
54.365	151.511	1.00376
54.366	181.933	1.00452
54.367	210.713	1.00523
54.368	238.223	1.00591
54.369	264.836	1.00657
54.37	290.913	1.00722
54.371	316.788	1.00786
54.372	342.717	1.00851
54.373	368.924	1.00916
54.374	395.539	1.00982
54.375	422.613	1.01049
54.376	450.126	1.01117
54.377	477.954	1.01186
54.378	505.881	1.01255
54.379	533.621	1.01324
54.38	560.831	1.01392
54.381	587.07	1.01457
54.382	611.886	1.01518
54.383	634.773	1.01575
54.384	655.213	1.01626
54.385	672.708	1.01669
54.386	686.759	1.01704
54.387	696.923	1.01729
54.388	702.809	1.01744
54.389	704.09	1.01747
54.39	700.52	1.01738
54.391	691.96	1.01717
54.392	678.346	1.01683
54.393	659.724	1.01637
54.394	636.257	1.01578
54.395	608.173	1.01509
54.396	575.826	1.01428
54.397	539.627	1.01339
54.398	500.06	1.0124
54.399	457.679	1.01135
54.4	413.057	1.01025
54.401	366.792	1.0091
54.402	319.497	1.00792
54.403	271.782	1.00674
54.404	224.197	1.00556
54.405	177.276	1.0044
54.406	131.491	1.00326
54.407	87.229	1.00216
54.408	44.8431	1.00111
54.409	4.56411	1.00011
54.41	-33.4261	0.999171
54.411	-69.0387	0.998288
54.412	-102.265	0.997464
54.413	-133.154	0.996698
54.414	-161.811	0.995987
54.415	-188.404	0.995328
54.416	-213.13	0.994715
54.417	-236.199	0.994143
54.418	-257.84	0.993606
54.419	-278.276	0.9931
54.42	-297.701	0.992618
54.421	-316.284	0.992158
54.422	-334.169	0.991714
54.423	-351.416	0.991287
54.424	-368.066	0.990874
54.425	-384.092	0.990477
54.426	-399.391	0.990098
54.427	-413.854	0.989739
54.428	-427.288	0.989407
54.429	-439.472	0.989105
54.43	-450.165	0.98884
54.431	-459.09	0.988619
54.432	-465.975	0.988448
54.433	-470.567	0.988335
54.434	-472.613	0.988284
54.435	-471.903	0.988302
54.436	-468.265	0.988392
54.437	-461.568	0.988559
54.438	-451.757	0.988802
54.439	-438.824	0.989123
54.44	-422.809	0.98952
54.441	-403.845	0.98999
54.442	-382.1	0.990529
54.443	-357.796	0.991132
54.444	-331.204	0.991791
54.445	-302.629	0.9925
54.446	-272.387	0.993249
54.447	-240.82	0.994032
54.448	-208.28	0.994838
54.449	-175.065	0.995661
54.45	-141.509	0.996493
54.451	-107.883	0.997326
54.452	-74.4255	0.998156
54.453	-41.3424	0.998976
54.454	-8.7732	0.999783
54.455	23.1747	1.00057
54.456	54.4379	1.00135
54.457	85.0107	1.00211
54.458	114.93	1.00285
54.459	144.244	1.00357
54.46	173.052	1.00429
54.461	201.458	1.00499
54.462	229.577	1.00569
54.463	257.546	1.00638
54.464	285.443	1.00707
54.465	313.376	1.00776
54.466	341.404	1.00846
54.467	369.549	1.00916
54.468	397.794	1.00985
54.469	426.097	1.01056
54.47	454.344	1.01126
54.471	482.384	1.01195
54.472	510.04	1.01263
54.473	537.057	1.0133
54.474	563.154	1.01395
54.475	588.032	1.01457
54.476	611.343	1.01514
54.477	632.734	1.01567
54.478	651.846	1.01615
54.479	668.316	1.01655
54.48	681.773	1.01689
54.481	691.899	1.01714
54.482	698.379	1.0173
54.483	700.934	1.01736
54.484	699.353	1.01732
54.485	693.443	1.01717
54.486	683.11	1.01692
54.487	668.282	1.01655
54.488	648.976	1.01607
54.489	625.267	1.01548
54.49	597.299	1.01479
54.491	565.27	1.014
54.492	529.468	1.01311
54.493	490.206	1.01214
54.494	447.872	1.01109
54.495	402.913	1.00998
54.496	355.772	1.00881
54.497	306.963	1.0076
54.498	257.016	1.00636
54.499	206.466	1.00511
54.5	155.868	1.00386
54.501	105.771	1.00262
54.502	56.7037	1.0014
54.503	9.17055	1.00023
54.504	-36.3225	0.999101
54.505	-79.3387	0.998036
54.506	-119.471	0.997042
54.507	-156.352	0.996129
54.508	-189.674	0.995304
54.509	-219.193	0.994574
54.51	-244.701	0.993942
54.511	-266.068	0.993414
54.512	-283.224	0.992989
54.513	-296.151	0.992669
54.514	-304.884	0.992453
54.515	-309.519	0.992339
54.516	-310.2	0.992322
54.517	-307.12	0.992398
54.518	-300.48	0.992563
54.519	-290.569	0.992808
54.52	-277.647	0.993128
54.521	-262.026	0.993515
54.522	-244.018	0.993961
54.523	-223.944	0.994458
54.524	-202.109	0.994998
54.525	-178.834	0.995574
54.526	-154.41	0.996179
54.527	-129.102	0.996805
54.528	-103.173	0.997447
54.529	-76.8529	0.998098
54.53	-50.3297	0.998755
54.531	-23.7856	0.999411
54.532	2.64103	1.00007
54.533	28.849	1.00071
54.534	54.7367	1.00135
54.535	80.2283	1.00199
54.536	105.297	1.00261
54.537	129.88	1.00321
54.538	153.946	1.00381
54.539	177.468	1.00439
54.54	200.398	1.00496
54.541	222.688	1.00551
54.542	244.265	1.00604
54.543	265.033	1.00656
54.544	284.861	1.00705
54.545	303.599	1.00751
54.546	321.061	1.00794
54.547	337.027	1.00834
54.548	351.239	1.00869
54.549	363.415	1.00899
54.55	373.262	1.00923
54.551	380.427	1.00941
54.552	384.591	1.00951
54.553	385.414	1.00953
54.554	382.553	1.00946
54.555	375.697	1.00929
54.556	364.567	1.00902
54.557	348.904	1.00863
54.558	328.502	1.00812
54.559	303.249	1.0075
54.56	273.035	1.00675
54.561	237.878	1.00588
54.562	197.858	1.00489
54.563	153.123	1.00379
54.564	103.922	1.00257
54.565	50.5884	1.00125
54.566	-6.48699	0.99984
54.567	-66.8288	0.998347
54.568	-129.868	0.996789
54.569	-195.017	0.995178
54.57	-261.626	0.993531
54.571	-329.003	0.991865
54.572	-396.43	0.990198
54.573	-463.184	0.988547
54.574	-528.546	0.986931
54.575	-591.794	0.985368
54.576	-652.265	0.983873
54.577	-709.314	0.982463
54.578	-762.345	0.981152
54.579	-810.836	0.979953
54.58	-854.332	0.978878
54.581	-892.44	0.977937
54.582	-924.873	0.977135
54.583	-951.413	0.976479
54.584	-971.934	0.975973
54.585	-986.393	0.975616
54.586	-994.845	0.975407
54.587	-997.422	0.975344
54.588	-994.315	0.975421
54.589	-985.808	0.975632
54.59	-972.248	0.975967
54.591	-953.994	0.976419
54.592	-931.507	0.976975
54.593	-905.244	0.977625
54.594	-875.686	0.978356
54.595	-843.33	0.979156
54.596	-808.68	0.980013
54.597	-772.208	0.980915
54.598	-734.411	0.981849
54.599	-695.725	0.982806
54.6	-656.572	0.983773
54.601	-617.329	0.984744
54.602	-578.342	0.985707
54.603	-539.919	0.986657
54.604	-502.315	0.987587
54.605	-465.761	0.98849
54.606	-430.443	0.989363
54.607	-396.507	0.990202
54.608	-364.073	0.991004
54.609	-333.23	0.991766
54.61	-304.049	0.992487
54.611	-276.577	0.993166
54.612	-250.837	0.993802
54.613	-226.845	0.994395
54.614	-204.596	0.994945
54.615	-184.082	0.995452
54.616	-165.257	0.995917
54.617	-148.081	0.996341
54.618	-132.484	0.996727
54.619	-118.389	0.997075
54.62	-105.667	0.997389
54.621	-94.1871	0.997673
54.622	-83.7743	0.99793
54.623	-74.2076	0.998167
54.624	-65.2676	0.998388
54.625	-56.6839	0.9986
54.626	-48.1426	0.998811
54.627	-39.3259	0.999029
54.628	-29.8927	0.999262
54.629	-19.4689	0.999519
54.63	-7.70646	0.99981
54.631	5.74871	1.00014
54.632	21.2317	1.00052
54.633	39.0448	1.00096
54.634	59.4382	1.00147
54.635	82.6049	1.00204
54.636	108.67	1.00268
54.637	137.698	1.0034
54.638	169.645	1.00419
54.639	204.392	1.00505
54.64	241.72	1.00597
54.641	281.331	1.00695
54.642	322.838	1.00797
54.643	365.773	1.00903
54.644	409.612	1.01012
54.645	453.771	1.01121
54.646	497.631	1.01229
54.647	540.546	1.01335
54.648	581.874	1.01437
54.649	620.98	1.01533
54.65	657.268	1.01623
54.651	690.17	1.01704
54.652	719.195	1.01776
54.653	743.912	1.01837
54.654	763.987	1.01886
54.655	779.157	1.01924
54.656	789.266	1.01949
54.657	794.231	1.01961
54.658	794.091	1.0196
54.659	788.929	1.01948
54.66	778.939	1.01923
54.661	764.384	1.01887
54.662	745.57	1.01841
54.663	722.864	1.01784
54.664	696.678	1.0172
54.665	667.435	1.01648
54.666	635.584	1.01569
54.667	601.574	1.01485
54.668	565.859	1.01397
54.669	528.875	1.01305
54.67	491.038	1.01212
54.671	452.743	1.01117
54.672	414.35	1.01023
54.673	376.193	1.00928
54.674	338.562	1.00836
54.675	301.722	1.00745
54.676	265.891	1.00656
54.677	231.254	1.00571
54.678	197.965	1.00489
54.679	166.142	1.0041
54.68	135.864	1.00335
54.681	107.192	1.00265
54.682	80.1544	1.00198
54.683	54.7489	1.00135
54.684	30.9611	1.00076
54.685	8.75073	1.00022
54.686	-11.9347	0.999706
54.687	-31.1614	0.999231
54.688	-49.005	0.998791
54.689	-65.5429	0.998383
54.69	-80.8562	0.998005
54.691	-95.0228	0.997656
54.692	-108.107	0.997333
54.693	-120.177	0.997035
54.694	-131.273	0.996761
54.695	-141.423	0.996511
54.696	-150.644	0.996284
54.697	-158.924	0.996079
54.698	-166.226	0.995899
54.699	-172.5	0.995745
54.7	-177.67	0.995617
54.701	-181.633	0.995519
54.702	-184.276	0.995454
54.703	-185.473	0.995425
54.704	-185.083	0.995435
54.705	-182.952	0.995487
54.706	-178.925	0.995587
54.707	-172.857	0.995736
54.708	-164.612	0.99594
54.709	-154.064	0.9962
54.71	-141.11	0.99652
54.711	-125.668	0.996901
54.712	-107.696	0.997344
54.713	-87.1758	0.99785
54.714	-64.1398	0.998418
54.715	-38.6602	0.999047
54.716	-10.8505	0.999732
54.717	19.1414	1.00047
54.718	51.1026	1.00126
54.719	84.7865	1.00209
54.72	119.901	1.00296
54.721	156.13	1.00385
54.722	193.112	1.00476
54.723	230.462	1.00568
54.724	267.779	1.0066
54.725	304.649	1.00751
54.726	340.647	1.0084
54.727	375.354	1.00925
54.728	408.365	1.01007
54.729	439.29	1.01083
54.73	467.771	1.01153
54.731	493.467	1.01217
54.732	516.096	1.01272
54.733	535.421	1.0132
54.734	551.225	1.01359
54.735	563.372	1.01389
54.736	571.766	1.0141
54.737	576.355	1.01421
54.738	577.153	1.01423
54.739	574.226	1.01416
54.74	567.66	1.01399
54.741	557.614	1.01375
54.742	544.256	1.01342
54.743	527.801	1.01301
54.744	508.477	1.01253
54.745	486.535	1.01199
54.746	462.241	1.01139
54.747	435.854	1.01074
54.748	407.631	1.01005
54.749	377.828	1.00931
54.75	346.675	1.00854
54.751	314.405	1.00775
54.752	281.208	1.00693
54.753	247.256	1.00609
54.754	212.703	1.00524
54.755	177.668	1.00438
54.756	142.247	1.00351
54.757	106.5	1.00262
54.758	70.4806	1.00174
54.759	34.2109	1.00084
54.76	-2.28997	0.999944
54.761	-39.0197	0.999039
54.762	-75.9938	0.998127
54.763	-113.213	0.99721
54.764	-150.674	0.996287
54.765	-188.371	0.995359
54.766	-226.258	0.994425
54.767	-264.291	0.993488
54.768	-302.384	0.99255
54.769	-340.453	0.991612
54.77	-378.334	0.990679
54.771	-415.854	0.989755
54.772	-452.812	0.988844
54.773	-488.964	0.987954
54.774	-524.024	0.98709
54.775	-557.705	0.986261
54.776	-589.671	0.985474
54.777	-619.582	0.984737
54.778	-647.1	0.98406
54.779	-671.855	0.98345
54.78	-693.502	0.982917
54.781	-711.72	0.982469
54.782	-726.189	0.982113
54.783	-736.627	0.981856
54.784	-742.814	0.981704
54.785	-744.547	0.981661
54.786	-741.697	0.981732
54.787	-734.189	0.981917
54.788	-722.025	0.982217
54.789	-705.267	0.98263
54.79	-684.049	0.983153
54.791	-658.587	0.98378
54.792	-629.158	0.984505
54.793	-596.121	0.985319
54.794	-559.911	0.986211
54.795	-521.01	0.98717
54.796	-479.959	0.988181
54.797	-437.361	0.98923
54.798	-393.839	0.990302
54.799	-350.068	0.99138
54.8	-306.735	0.992447
54.801	-264.523	0.993487
54.802	-224.112	0.994482
54.803	-186.18	0.995416
54.804	-151.345	0.996274
54.805	-120.199	0.997041
54.806	-93.2529	0.997704
54.807	-70.977	0.998253
54.808	-53.7127	0.998678
54.809	-41.7334	0.998973
54.81	-35.2243	0.999133
54.811	-34.2313	0.999157
54.812	-38.6994	0.999047
54.813	-48.4743	0.998807
54.814	-63.257	0.998443
54.815	-82.6727	0.997965
54.816	-106.246	0.997385
54.817	-133.392	0.996716
54.818	-163.456	0.995976
54.819	-195.746	0.995182
54.82	-229.487	0.994351
54.821	-263.902	0.993504
54.822	-298.216	0.99266
54.823	-331.64	0.991837
54.824	-363.435	0.991055
54.825	-392.922	0.990329
54.826	-419.474	0.989676
54.827	-442.542	0.989108
54.828	-461.695	0.988637
54.829	-476.581	0.988271
54.83	-486.974	0.988015
54.831	-492.763	0.987873
54.832	-493.941	0.987844
54.833	-490.603	0.987927
54.834	-482.964	0.988115
54.835	-471.306	0.988402
54.836	-455.993	0.988779
54.837	-437.453	0.989236
54.838	-416.151	0.98976
54.839	-392.57	0.99034
54.84	-367.196	0.990965
54.841	-340.516	0.991621
54.842	-312.965	0.9923
54.843	-284.94	0.992989
54.844	-256.783	0.993682
54.845	-228.754	0.994372
54.846	-201.035	0.995054
54.847	-173.743	0.995725
54.848	-146.906	0.996386
54.849	-120.461	0.997036
54.85	-94.2844	0.99768
54.851	-68.2022	0.998322
54.852	-41.9681	0.998968
54.853	-15.323	0.999623
54.854	12.008	1.0003
54.855	40.3287	1.00099
54.856	69.8876	1.00172
54.857	100.916	1.00248
54.858	133.608	1.00329
54.859	168.086	1.00413
54.86	204.381	1.00503
54.861	242.479	1.00596
54.862	282.256	1.00694
54.863	323.495	1.00796
54.864	365.908	1.009
54.865	409.122	1.01006
54.866	452.668	1.01113
54.867	496.045	1.0122
54.868	538.685	1.01325
54.869	579.974	1.01426
54.87	619.306	1.01523
54.871	656.05	1.01613
54.872	689.593	1.01696
54.873	719.364	1.01769
54.874	744.838	1.01832
54.875	765.542	1.01882
54.876	781.102	1.01921
54.877	791.228	1.01946
54.878	795.702	1.01957
54.879	794.434	1.01953
54.88	787.442	1.01936
54.881	774.829	1.01905
54.882	756.824	1.01861
54.883	733.753	1.01804
54.884	706	1.01736
54.885	674.053	1.01657
54.886	638.467	1.0157
54.887	599.824	1.01475
54.888	558.772	1.01374
54.889	515.964	1.01268
54.89	472.027	1.0116
54.891	427.607	1.01051
54.892	383.285	1.00942
54.893	339.629	1.00835
54.894	297.109	1.0073
54.895	256.135	1.0063
54.896	217.047	1.00534
54.897	180.089	1.00443
54.898	145.392	1.00357
54.899	113.043	1.00278
54.9	83.0117	1.00204
54.901	55.1749	1.00136
54.902	29.3711	1.00072
54.903	5.36123	1.00013
54.904	-17.1385	0.999579
54.905	-38.4347	0.999055
54.906	-58.853	0.998554
54.907	-78.7241	0.998065
54.908	-98.3376	0.997583
54.909	-117.966	0.997101
54.91	-137.832	0.996613
54.911	-158.07	0.996116
54.912	-178.771	0.995607
54.913	-199.937	0.995087
54.914	-221.476	0.994558
54.915	-243.22	0.994024
54.916	-264.924	0.99349
54.917	-286.261	0.992966
54.918	-306.819	0.992461
54.919	-326.173	0.991986
54.92	-343.811	0.991553
54.921	-359.222	0.991174
54.922	-371.89	0.990863
54.923	-381.293	0.990632
54.924	-386.94	0.990494
54.925	-388.402	0.990458
54.926	-385.29	0.990534
54.927	-377.294	0.990731
54.928	-364.213	0.991053
54.929	-345.907	0.991502
54.93	-322.352	0.992081
54.931	-293.64	0.992787
54.932	-259.961	0.993614
54.933	-221.587	0.994557
54.934	-178.918	0.995605
54.935	-132.406	0.996748
54.936	-82.5965	0.997971
54.937	-30.1002	0.999261
54.938	24.4476	1.0006
54.939	80.3523	1.00197
54.94	136.918	1.00336
54.941	193.45	1.00475
54.942	249.248	1.00612
54.943	303.636	1.00746
54.944	355.994	1.00874
54.945	405.728	1.00996
54.946	452.285	1.01111
54.947	495.198	1.01216
54.948	534.032	1.01311
54.949	568.431	1.01396
54.95	598.104	1.01469
54.951	622.793	1.01529
54.952	642.333	1.01577
54.953	656.602	1.01612
54.954	665.526	1.01634
54.955	669.091	1.01643
54.956	667.342	1.01639
54.957	660.338	1.01621
54.958	648.217	1.01592
54.959	631.131	1.0155
54.96	609.274	1.01496
54.961	582.903	1.01431
54.962	552.287	1.01356
54.963	517.738	1.01271
54.964	479.612	1.01177
54.965	438.3	1.01076
54.966	394.207	1.00968
54.967	347.793	1.00854
54.968	299.535	1.00735
54.969	249.92	1.00614
54.97	199.465	1.0049
54.971	148.709	1.00365
54.972	98.1761	1.00241
54.973	48.4033	1.00119
54.974	-0.0968424	0.999998
54.975	-46.8312	0.998851
54.976	-91.322	0.997759
54.977	-133.133	0.996732
54.978	-171.878	0.995781
54.979	-207.195	0.994915
54.98	-238.806	0.994139
54.981	-266.481	0.99346
54.982	-290.043	0.992882
54.983	-309.369	0.992408
54.984	-324.43	0.992038
54.985	-335.218	0.991773
54.986	-341.807	0.991612
54.987	-344.313	0.991551
54.988	-342.882	0.991586
54.989	-337.726	0.991712
54.99	-329.072	0.991925
54.991	-317.17	0.992217
54.992	-302.309	0.992582
54.993	-284.78	0.993012
54.994	-264.875	0.993501
54.995	-242.896	0.99404
54.996	-219.158	0.994623
54.997	-193.934	0.995242
54.998	-167.532	0.99589
54.999	-140.242	0.996559
55	-112.339	0.997244
55.001	-84.112	0.997936
